/* DATA DESCRIPTION:
Citation:	Gkinis, Vasileios; Simonsen, Sebastian B; Buchardt, Susanne L; White, James W C; Vinther, Bo M (2014): Accumulation reconstruction using a DJ model for the NorthGRIP site. PANGAEA, https://doi.org/10.1594/PANGAEA.871564, 
	In supplement to: Gkinis, V et al. (2014): Water isotope diffusion rates from the NorthGRIP ice core for the last 16,000 years – Glaciological and paleoclimatic implications. Earth and Planetary Science Letters, 405, 132-141, https://doi.org/10.1016/j.epsl.2014.08.022
Project(s):	North Greenland Ice Core Project (NGRIP) (URI: http://www.gfy.ku.dk/~www-glac/ngrip/index_eng.htm)
Coverage:	LATITUDE: 75.100000 * LONGITUDE: -42.320000
	DATE/TIME START: 1996-07-01T00:00:00 * DATE/TIME END: 1996-07-01T00:00:00
	MINIMUM DEPTH, ice/snow: 22.375 m * MAXIMUM DEPTH, ice/snow: 1635.375 m
Event(s):	NGRIP * LATITUDE: 75.100000 * LONGITUDE: -42.320000 * DATE/TIME: 1996-07-01T00:00:00 * ELEVATION: 2925.0 m * CAMPAIGN: NGRIP * BASIS: Sampling/drilling ice * METHOD/DEVICE: Ice drill (ICEDRILL)
Parameter(s):	DEPTH, ice/snow [m] (Depth ice/snow) * GEOCODE * PI: Gkinis, Vasileios (https://orcid.org/0000-0002-5910-1549, v.gkinis@nbi.ku.dk, http://www.nbi.ku.dk/english/staff/?pure=en/persons/339558)
	Age [ka b2k] (Age) * PI: Gkinis, Vasileios (https://orcid.org/0000-0002-5910-1549, v.gkinis@nbi.ku.dk, http://www.nbi.ku.dk/english/staff/?pure=en/persons/339558)
	Accumulation rate in ice equivalent per year [m/a] (Acc rate ice per year) * PI: Gkinis, Vasileios (https://orcid.org/0000-0002-5910-1549, v.gkinis@nbi.ku.dk, http://www.nbi.ku.dk/english/staff/?pure=en/persons/339558)
	Annual layer thickness [m] (Ann layer thick) * PI: Gkinis, Vasileios (https://orcid.org/0000-0002-5910-1549, v.gkinis@nbi.ku.dk, http://www.nbi.ku.dk/english/staff/?pure=en/persons/339558) * COMMENT: The annual layer thickness lambda is based on the GICC05 chronology
License:	Creative Commons Attribution 3.0 Unported (CC-BY-3.0)
Size:	9681 data points
*/
Depth ice/snow [m]	Age [ka b2k]	Acc rate ice per year [m/a]	Ann layer thick [m]
1005.375	6.3202	0.2062	0.1255
1005.875	6.3243	0.2049	0.1246
1006.375	6.3284	0.2037	0.1238
1006.875	6.3326	0.2024	0.1230
1007.375	6.3367	0.2011	0.1222
1007.875	6.3406	0.2015	0.1224
1008.375	6.3440	0.2093	0.1271
1008.875	6.3473	0.2171	0.1318
1009.375	6.3507	0.2249	0.1364
1009.875	6.3540	0.2327	0.1411
1010.375	6.3574	0.2405	0.1458
1010.875	6.3608	0.2450	0.1485
1011.375	6.3648	0.2374	0.1439
1011.875	6.3688	0.2298	0.1392
1012.375	6.3727	0.2222	0.1345
1012.875	6.3767	0.2145	0.1299
1013.375	6.3807	0.2076	0.1257
1013.875	6.3850	0.2043	0.1236
1014.375	6.3893	0.2010	0.1216
1014.875	6.3936	0.1977	0.1195
1015.375	6.3979	0.1944	0.1175
1015.875	6.4020	0.1949	0.1178
1016.375	6.4058	0.1992	0.1203
1016.875	6.4097	0.2034	0.1228
1017.375	6.4136	0.2076	0.1253
1017.875	6.4174	0.2118	0.1278
1018.375	6.4214	0.2137	0.1289
1018.875	6.4255	0.2107	0.1270
1019.375	6.4297	0.2076	0.1251
1019.875	6.4338	0.2046	0.1233
1020.375	6.4380	0.2016	0.1214
1020.875	6.4422	0.1988	0.1197
1021.375	6.4467	0.1963	0.1182
1021.875	6.4511	0.1938	0.1166
1022.375	6.4555	0.1913	0.1151
1022.875	6.4599	0.1888	0.1135
1023.375	6.4636	0.1947	0.1171
1023.875	6.4674	0.2009	0.1207
1024.375	6.4712	0.2070	0.1244
1024.875	6.4749	0.2132	0.1281
1025.375	6.4787	0.2194	0.1317
1025.875	6.4832	0.2135	0.1282
1026.375	6.4880	0.2012	0.1207
1026.875	6.4929	0.1889	0.1133
1027.375	6.4978	0.1765	0.1058
1027.875	6.5024	0.1739	0.1042
1028.375	6.5066	0.1791	0.1073
1028.875	6.5109	0.1843	0.1104
1029.375	6.5152	0.1896	0.1135
1029.875	6.5194	0.1948	0.1166
1030.375	6.5235	0.1980	0.1185
1030.875	6.5275	0.2009	0.1202
1031.375	6.5314	0.2038	0.1219
1031.875	6.5354	0.2067	0.1236
1032.375	6.5394	0.2096	0.1252
1032.875	6.5436	0.2075	0.1240
1033.375	6.5479	0.2045	0.1221
1033.875	6.5522	0.2016	0.1203
1034.375	6.5565	0.1986	0.1185
1034.875	6.5606	0.1969	0.1175
1035.375	6.5644	0.2018	0.1203
1035.875	6.5682	0.2066	0.1232
1036.375	6.5720	0.2114	0.1260
1036.875	6.5758	0.2163	0.1288
1037.375	6.5796	0.2211	0.1317
1037.875	6.5838	0.2166	0.1289
1038.375	6.5881	0.2108	0.1255
1038.875	6.5925	0.2051	0.1220
1039.375	6.5968	0.1994	0.1186
1039.875	6.6010	0.1957	0.1164
1040.375	6.6051	0.1984	0.1179
1040.875	6.6091	0.2010	0.1194
1041.375	6.6132	0.2036	0.1209
1041.875	6.6172	0.2062	0.1225
1042.375	6.6212	0.2090	0.1241
1042.875	6.6249	0.2121	0.1258
1043.375	6.6287	0.2152	0.1276
1043.875	6.6324	0.2182	0.1294
1044.375	6.6362	0.2213	0.1312
1044.875	6.6400	0.2244	0.1330
1045.375	6.6440	0.2211	0.1310
1045.875	6.6481	0.2178	0.1290
1046.375	6.6522	0.2144	0.1269
1046.875	6.6562	0.2110	0.1249
1047.375	6.6603	0.2079	0.1230
1047.875	6.6644	0.2071	0.1224
1048.375	6.6686	0.2062	0.1219
1048.875	6.6727	0.2054	0.1214
1049.375	6.6769	0.2046	0.1209
1049.875	6.6810	0.2047	0.1209
1050.375	6.6849	0.2074	0.1224
1050.875	6.6888	0.2101	0.1240
1051.375	6.6926	0.2128	0.1256
1051.875	6.6965	0.2155	0.1271
1052.375	6.7004	0.2178	0.1284
1052.875	6.7044	0.2169	0.1278
1053.375	6.7084	0.2160	0.1272
1053.875	6.7124	0.2150	0.1266
1054.375	6.7164	0.2141	0.1260
1054.875	6.7203	0.2135	0.1257
1055.375	6.7240	0.2166	0.1274
1055.875	6.7277	0.2196	0.1292
1056.375	6.7314	0.2227	0.1309
1056.875	6.7351	0.2258	0.1327
1057.375	6.7389	0.2288	0.1345
1057.875	6.7428	0.2272	0.1335
1058.375	6.7468	0.2235	0.1313
1058.875	6.7508	0.2198	0.1290
1059.375	6.7549	0.2161	0.1268
1059.875	6.7589	0.2124	0.1246
1060.375	6.7629	0.2123	0.1245
1060.875	6.7668	0.2136	0.1252
1061.375	6.7707	0.2148	0.1259
1061.875	6.7746	0.2161	0.1266
1062.375	6.7785	0.2173	0.1272
1062.875	6.7828	0.2145	0.1256
1063.375	6.7872	0.2093	0.1225
1063.875	6.7916	0.2041	0.1194
1064.375	6.7960	0.1989	0.1163
1064.875	6.8004	0.1943	0.1136
1065.375	6.8046	0.1962	0.1146
1065.875	6.8088	0.1981	0.1157
1066.375	6.8130	0.1999	0.1168
1066.875	6.8173	0.2018	0.1178
1067.375	6.8215	0.2032	0.1186
1067.875	6.8256	0.2038	0.1189
1068.375	6.8298	0.2045	0.1192
1068.875	6.8340	0.2051	0.1195
1069.375	6.8381	0.2057	0.1199
1069.875	6.8422	0.2067	0.1204
1070.375	6.8463	0.2082	0.1213
1070.875	6.8503	0.2097	0.1221
1071.375	6.8543	0.2111	0.1229
1071.875	6.8583	0.2126	0.1237
1072.375	6.8624	0.2125	0.1236
1072.875	6.8666	0.2113	0.1228
1073.375	6.8707	0.2101	0.1221
1073.875	6.8749	0.2089	0.1214
1074.375	6.8790	0.2078	0.1207
1074.875	6.8830	0.2100	0.1219
1075.375	6.8868	0.2132	0.1237
1075.875	6.8907	0.2164	0.1256
1076.375	6.8945	0.2196	0.1274
1076.875	6.8983	0.2229	0.1292
1077.375	6.9023	0.2233	0.1294
1077.875	6.9063	0.2217	0.1284
1078.375	6.9103	0.2200	0.1274
1078.875	6.9143	0.2184	0.1264
1079.375	6.9183	0.2167	0.1254
1079.875	6.9222	0.2174	0.1258
1080.375	6.9259	0.2200	0.1272
1080.875	6.9297	0.2225	0.1286
1081.375	6.9335	0.2250	0.1301
1081.875	6.9372	0.2275	0.1315
1082.375	6.9412	0.2268	0.1310
1082.875	6.9459	0.2173	0.1255
1083.375	6.9505	0.2078	0.1199
1083.875	6.9551	0.1983	0.1144
1084.375	6.9597	0.1888	0.1089
1084.875	6.9644	0.1872	0.1080
1085.375	6.9691	0.1863	0.1074
1085.875	6.9738	0.1853	0.1068
1086.375	6.9785	0.1843	0.1062
1086.875	6.9831	0.1857	0.1069
1087.375	6.9875	0.1881	0.1083
1087.875	6.9920	0.1905	0.1096
1088.375	6.9965	0.1929	0.1109
1088.875	7.0008	0.1959	0.1127
1089.375	7.0047	0.2014	0.1158
1089.875	7.0086	0.2069	0.1189
1090.375	7.0125	0.2124	0.1220
1090.875	7.0164	0.2180	0.1252
1091.375	7.0204	0.2227	0.1278
1091.875	7.0246	0.2195	0.1259
1092.375	7.0288	0.2163	0.1240
1092.875	7.0330	0.2130	0.1222
1093.375	7.0372	0.2098	0.1203
1093.875	7.0415	0.2063	0.1182
1094.375	7.0461	0.2021	0.1158
1094.875	7.0507	0.1980	0.1134
1095.375	7.0553	0.1938	0.1109
1095.875	7.0600	0.1897	0.1085
1096.375	7.0643	0.1925	0.1101
1096.875	7.0686	0.1954	0.1117
1097.375	7.0729	0.1983	0.1133
1097.875	7.0772	0.2012	0.1149
1098.375	7.0814	0.2045	0.1168
1098.875	7.0853	0.2085	0.1190
1099.375	7.0892	0.2125	0.1213
1099.875	7.0931	0.2165	0.1236
1100.375	7.0971	0.2206	0.1258
1100.875	7.1009	0.2248	0.1282
1101.375	7.1044	0.2296	0.1309
1101.875	7.1079	0.2345	0.1336
1102.375	7.1114	0.2393	0.1363
1102.875	7.1149	0.2441	0.1390
1103.375	7.1184	0.2490	0.1417
1103.875	7.1222	0.2467	0.1404
1104.375	7.1264	0.2382	0.1355
1104.875	7.1306	0.2296	0.1306
1105.375	7.1348	0.2210	0.1256
1105.875	7.1390	0.2125	0.1207
1106.375	7.1433	0.2083	0.1183
1106.875	7.1478	0.2057	0.1168
1107.375	7.1522	0.2030	0.1152
1107.875	7.1567	0.2003	0.1137
1108.375	7.1611	0.1981	0.1124
1108.875	7.1657	0.1974	0.1119
1109.375	7.1702	0.1967	0.1115
1109.875	7.1747	0.1960	0.1110
1110.375	7.1792	0.1952	0.1106
1110.875	7.1835	0.1975	0.1118
1111.375	7.1878	0.2004	0.1134
1111.875	7.1920	0.2032	0.1150
1112.375	7.1962	0.2061	0.1166
1112.875	7.2005	0.2088	0.1181
1113.375	7.2046	0.2100	0.1187
1113.875	7.2087	0.2112	0.1193
1114.375	7.2129	0.2123	0.1199
1114.875	7.2170	0.2135	0.1205
1115.375	7.2211	0.2143	0.1209
1115.875	7.2253	0.2140	0.1207
1116.375	7.2295	0.2137	0.1205
1116.875	7.2336	0.2134	0.1203
1117.375	7.2378	0.2131	0.1201
1117.875	7.2421	0.2119	0.1194
1118.375	7.2464	0.2096	0.1181
1118.875	7.2508	0.2074	0.1168
1119.375	7.2552	0.2051	0.1154
1119.875	7.2596	0.2028	0.1141
1120.375	7.2642	0.2003	0.1126
1120.875	7.2689	0.1976	0.1111
1121.375	7.2735	0.1950	0.1096
1121.875	7.2782	0.1924	0.1081
1122.375	7.2828	0.1918	0.1077
1122.875	7.2874	0.1925	0.1081
1123.375	7.2920	0.1931	0.1084
1123.875	7.2966	0.1938	0.1087
1124.375	7.3010	0.1954	0.1096
1124.875	7.3052	0.1995	0.1119
1125.375	7.3094	0.2037	0.1142
1125.875	7.3135	0.2079	0.1164
1126.375	7.3177	0.2120	0.1187
1126.875	7.3218	0.2150	0.1204
1127.375	7.3258	0.2165	0.1212
1127.875	7.3299	0.2180	0.1220
1128.375	7.3339	0.2196	0.1228
1128.875	7.3379	0.2211	0.1236
1129.375	7.3421	0.2210	0.1235
1129.875	7.3463	0.2192	0.1224
1130.375	7.3505	0.2174	0.1214
1130.875	7.3547	0.2156	0.1203
1131.375	7.3589	0.2138	0.1193
1131.875	7.3628	0.2167	0.1209
1132.375	7.3665	0.2213	0.1234
1132.875	7.3703	0.2260	0.1260
1133.375	7.3741	0.2306	0.1285
1133.875	7.3778	0.2353	0.1310
1134.375	7.3820	0.2338	0.1302
1134.875	7.3866	0.2242	0.1248
1135.375	7.3911	0.2146	0.1194
1135.875	7.3957	0.2050	0.1140
1136.375	7.4003	0.1960	0.1090
1136.875	7.4049	0.1961	0.1090
1137.375	7.4095	0.1962	0.1090
1137.875	7.4141	0.1962	0.1090
1138.375	7.4187	0.1963	0.1090
1138.875	7.4229	0.2004	0.1112
1139.375	7.4269	0.2061	0.1143
1139.875	7.4309	0.2117	0.1174
1140.375	7.4349	0.2174	0.1205
1140.875	7.4389	0.2231	0.1237
1141.375	7.4435	0.2178	0.1207
1141.875	7.4484	0.2085	0.1155
1142.375	7.4533	0.1991	0.1103
1142.875	7.4581	0.1898	0.1050
1143.375	7.4626	0.1894	0.1048
1143.875	7.4669	0.1947	0.1077
1144.375	7.4712	0.2000	0.1106
1144.875	7.4755	0.2053	0.1135
1145.375	7.4798	0.2106	0.1164
1145.875	7.4839	0.2127	0.1175
1146.375	7.4880	0.2147	0.1185
1146.875	7.4921	0.2166	0.1195
1147.375	7.4963	0.2186	0.1206
1147.875	7.5004	0.2202	0.1214
1148.375	7.5047	0.2183	0.1203
1148.875	7.5090	0.2164	0.1193
1149.375	7.5133	0.2146	0.1182
1149.875	7.5176	0.2127	0.1171
1150.375	7.5217	0.2130	0.1172
1150.875	7.5257	0.2161	0.1189
1151.375	7.5297	0.2193	0.1206
1151.875	7.5337	0.2225	0.1223
1152.375	7.5377	0.2257	0.1240
1152.875	7.5418	0.2268	0.1246
1153.375	7.5459	0.2252	0.1237
1153.875	7.5501	0.2235	0.1227
1154.375	7.5542	0.2219	0.1218
1154.875	7.5584	0.2203	0.1209
1155.375	7.5627	0.2173	0.1192
1155.875	7.5673	0.2135	0.1171
1156.375	7.5718	0.2097	0.1149
1156.875	7.5763	0.2059	0.1128
1157.375	7.5807	0.2036	0.1115
1157.875	7.5846	0.2091	0.1145
1158.375	7.5886	0.2146	0.1175
1158.875	7.5926	0.2202	0.1204
1159.375	7.5965	0.2257	0.1234
1159.875	7.6005	0.2303	0.1259
1160.375	7.6047	0.2284	0.1248
1160.875	7.6088	0.2266	0.1238
1161.375	7.6129	0.2248	0.1228
1161.875	7.6171	0.2230	0.1217
1162.375	7.6216	0.2176	0.1187
1162.875	7.6270	0.2032	0.1108
1163.375	7.6324	0.1888	0.1030
1163.875	7.6379	0.1744	0.0951
1164.375	7.6426	0.1746	0.0951
1164.875	7.6470	0.1840	0.1002
1165.375	7.6513	0.1934	0.1053
1165.875	7.6556	0.2028	0.1104
1166.375	7.6600	0.2122	0.1154
1166.875	7.6651	0.2034	0.1106
1167.375	7.6703	0.1944	0.1057
1167.875	7.6755	0.1855	0.1008
1168.375	7.6806	0.1784	0.0969
1168.875	7.6851	0.1847	0.1003
1169.375	7.6896	0.1910	0.1037
1169.875	7.6940	0.1972	0.1070
1170.375	7.6985	0.2035	0.1104
1170.875	7.7026	0.2097	0.1137
1171.375	7.7065	0.2159	0.1170
1171.875	7.7104	0.2221	0.1203
1172.375	7.7143	0.2283	0.1236
1172.875	7.7182	0.2345	0.1269
1173.375	7.7224	0.2339	0.1266
1173.875	7.7268	0.2274	0.1231
1174.375	7.7312	0.2210	0.1195
1174.875	7.7357	0.2145	0.1159
1175.375	7.7402	0.2080	0.1124
1175.875	7.7452	0.2020	0.1091
1176.375	7.7502	0.1960	0.1059
1176.875	7.7552	0.1901	0.1026
1177.375	7.7602	0.1845	0.0995
1177.875	7.7651	0.1861	0.1004
1178.375	7.7700	0.1877	0.1012
1178.875	7.7748	0.1894	0.1021
1179.375	7.7797	0.1910	0.1029
1179.875	7.7833	0.2033	0.1095
1180.375	7.7867	0.2164	0.1165
1180.875	7.7902	0.2294	0.1235
1181.375	7.7937	0.2425	0.1305
1181.875	7.7972	0.2556	0.1375
1182.375	7.8009	0.2643	0.1421
1182.875	7.8050	0.2564	0.1378
1183.375	7.8091	0.2485	0.1335
1183.875	7.8132	0.2405	0.1292
1184.375	7.8173	0.2326	0.1249
1184.875	7.8215	0.2261	0.1213
1185.375	7.8259	0.2225	0.1194
1185.875	7.8303	0.2189	0.1174
1186.375	7.8347	0.2152	0.1154
1186.875	7.8392	0.2116	0.1134
1187.375	7.8432	0.2146	0.1149
1187.875	7.8472	0.2191	0.1173
1188.375	7.8512	0.2237	0.1197
1188.875	7.8552	0.2283	0.1221
1189.375	7.8592	0.2329	0.1245
1189.875	7.8637	0.2280	0.1219
1190.375	7.8683	0.2210	0.1181
1190.875	7.8729	0.2140	0.1143
1191.375	7.8776	0.2069	0.1105
1191.875	7.8819	0.2058	0.1099
1192.375	7.8860	0.2114	0.1128
1192.875	7.8900	0.2170	0.1158
1193.375	7.8941	0.2226	0.1187
1193.875	7.8982	0.2283	0.1217
1194.375	7.9026	0.2267	0.1208
1194.875	7.9073	0.2193	0.1168
1195.375	7.9120	0.2118	0.1128
1195.875	7.9167	0.2044	0.1088
1196.375	7.9214	0.1995	0.1061
1196.875	7.9261	0.2004	0.1066
1197.375	7.9307	0.2014	0.1071
1197.875	7.9353	0.2023	0.1075
1198.375	7.9400	0.2033	0.1080
1198.875	7.9446	0.2027	0.1077
1199.375	7.9493	0.2021	0.1073
1199.875	7.9540	0.2015	0.1069
1200.375	7.9587	0.2009	0.1066
1200.875	7.9635	0.1998	0.1060
1201.375	7.9684	0.1986	0.1052
1201.875	7.9732	0.1973	0.1045
1202.375	7.9780	0.1960	0.1038
1202.875	7.9826	0.1978	0.1047
1203.375	7.9870	0.2019	0.1068
1203.875	7.9915	0.2059	0.1089
1204.375	7.9959	0.2100	0.1110
1204.875	8.0003	0.2138	0.1130
1205.375	8.0047	0.2143	0.1132
1205.875	8.0091	0.2148	0.1135
1206.375	8.0135	0.2153	0.1137
1206.875	8.0179	0.2158	0.1139
1207.375	8.0223	0.2153	0.1136
1207.875	8.0268	0.2139	0.1128
1208.375	8.0314	0.2124	0.1120
1208.875	8.0359	0.2110	0.1112
1209.375	8.0404	0.2096	0.1104
1209.875	8.0451	0.2084	0.1097
1210.375	8.0497	0.2071	0.1090
1210.875	8.0544	0.2059	0.1083
1211.375	8.0590	0.2046	0.1076
1211.875	8.0639	0.2022	0.1063
1212.375	8.0688	0.1995	0.1049
1212.875	8.0737	0.1967	0.1034
1213.375	8.0787	0.1940	0.1019
1213.875	8.0836	0.1931	0.1014
1214.375	8.0886	0.1930	0.1013
1214.875	8.0935	0.1928	0.1012
1215.375	8.0985	0.1927	0.1010
1215.875	8.1033	0.1938	0.1016
1216.375	8.1081	0.1954	0.1024
1216.875	8.1129	0.1971	0.1033
1217.375	8.1177	0.1988	0.1041
1217.875	8.1228	0.1965	0.1028
1218.375	8.1282	0.1903	0.0996
1218.875	8.1336	0.1842	0.0964
1219.375	8.1390	0.1781	0.0931
1219.875	8.1439	0.1814	0.0948
1220.375	8.1487	0.1870	0.0977
1220.875	8.1534	0.1926	0.1006
1221.375	8.1582	0.1981	0.1034
1221.875	8.1633	0.1972	0.1029
1222.375	8.1686	0.1925	0.1004
1222.875	8.1738	0.1878	0.0979
1223.375	8.1791	0.1831	0.0954
1223.875	8.1841	0.1843	0.0960
1224.375	8.1891	0.1868	0.0973
1224.875	8.1941	0.1893	0.0985
1225.375	8.1991	0.1917	0.0998
1225.875	8.2046	0.1878	0.0977
1226.375	8.2102	0.1825	0.0949
1226.875	8.2157	0.1772	0.0921
1227.375	8.2213	0.1727	0.0898
1227.875	8.2271	0.1709	0.0888
1228.375	8.2329	0.1690	0.0877
1228.875	8.2387	0.1671	0.0867
1229.375	8.2449	0.1629	0.0845
1229.875	8.2513	0.1581	0.0820
1230.375	8.2576	0.1532	0.0794
1230.875	8.2632	0.1576	0.0817
1231.375	8.2683	0.1675	0.0868
1231.875	8.2734	0.1774	0.0919
1232.375	8.2784	0.1872	0.0969
1232.875	8.2831	0.1945	0.1006
1233.375	8.2875	0.2006	0.1038
1233.875	8.2920	0.2067	0.1069
1234.375	8.2964	0.2128	0.1100
1234.875	8.3008	0.2182	0.1128
1235.375	8.3050	0.2210	0.1141
1235.875	8.3092	0.2237	0.1155
1236.375	8.3134	0.2264	0.1169
1236.875	8.3176	0.2292	0.1182
1237.375	8.3221	0.2273	0.1172
1237.875	8.3270	0.2193	0.1130
1238.375	8.3319	0.2113	0.1089
1238.875	8.3368	0.2033	0.1047
1239.375	8.3419	0.1963	0.1010
1239.875	8.3473	0.1911	0.0983
1240.375	8.3528	0.1858	0.0956
1240.875	8.3582	0.1806	0.0929
1241.375	8.3635	0.1800	0.0925
1241.875	8.3688	0.1816	0.0933
1242.375	8.3741	0.1832	0.0941
1242.875	8.3793	0.1848	0.0949
1243.375	8.3846	0.1851	0.0950
1243.875	8.3898	0.1852	0.0950
1244.375	8.3951	0.1852	0.0950
1244.875	8.4004	0.1853	0.0950
1245.375	8.4056	0.1854	0.0950
1245.875	8.4109	0.1854	0.0950
1246.375	8.4162	0.1855	0.0950
1246.875	8.4214	0.1860	0.0952
1247.375	8.4265	0.1876	0.0960
1247.875	8.4316	0.1891	0.0967
1248.375	8.4367	0.1907	0.0975
1248.875	8.4417	0.1925	0.0984
1249.375	8.4466	0.1947	0.0995
1249.875	8.4515	0.1970	0.1006
1250.375	8.4563	0.1992	0.1017
1250.875	8.4614	0.1995	0.1018
1251.375	8.4668	0.1940	0.0989
1251.875	8.4722	0.1884	0.0961
1252.375	8.4777	0.1829	0.0932
1252.875	8.4832	0.1800	0.0917
1253.375	8.4887	0.1789	0.0911
1253.875	8.4943	0.1779	0.0906
1254.375	8.4998	0.1769	0.0900
1254.875	8.5046	0.1839	0.0936
1255.375	8.5093	0.1912	0.0972
1255.875	8.5141	0.1985	0.1009
1256.375	8.5188	0.2058	0.1046
1256.875	8.5239	0.2036	0.1034
1257.375	8.5292	0.1983	0.1007
1257.875	8.5345	0.1929	0.0979
1258.375	8.5397	0.1875	0.0951
1258.875	8.5446	0.1908	0.0967
1259.375	8.5495	0.1945	0.0986
1259.875	8.5544	0.1981	0.1004
1260.375	8.5593	0.2018	0.1022
1260.875	8.5643	0.2005	0.1015
1261.375	8.5694	0.1983	0.1004
1261.875	8.5745	0.1961	0.0992
1262.375	8.5796	0.1940	0.0981
1262.875	8.5852	0.1895	0.0958
1263.375	8.5908	0.1849	0.0934
1263.875	8.5964	0.1803	0.0910
1264.375	8.6019	0.1780	0.0899
1264.875	8.6072	0.1802	0.0909
1265.375	8.6126	0.1824	0.0920
1265.875	8.6179	0.1846	0.0931
1266.375	8.6232	0.1860	0.0937
1266.875	8.6285	0.1868	0.0941
1267.375	8.6337	0.1877	0.0945
1267.875	8.6390	0.1885	0.0949
1268.375	8.6448	0.1838	0.0925
1268.875	8.6507	0.1777	0.0894
1269.375	8.6566	0.1715	0.0863
1269.875	8.6620	0.1725	0.0867
1270.375	8.6667	0.1829	0.0919
1270.875	8.6714	0.1932	0.0970
1271.375	8.6761	0.2036	0.1022
1271.875	8.6809	0.2111	0.1060
1272.375	8.6862	0.2049	0.1028
1272.875	8.6915	0.1986	0.0996
1273.375	8.6968	0.1924	0.0964
1273.875	8.7020	0.1896	0.0950
1274.375	8.7070	0.1921	0.0962
1274.875	8.7120	0.1947	0.0975
1275.375	8.7170	0.1973	0.0988
1275.875	8.7222	0.1978	0.0990
1276.375	8.7275	0.1952	0.0976
1276.875	8.7328	0.1927	0.0963
1277.375	8.7380	0.1901	0.0950
1277.875	8.7434	0.1883	0.0941
1278.375	8.7489	0.1870	0.0934
1278.875	8.7543	0.1858	0.0927
1279.375	8.7597	0.1845	0.0920
1279.875	8.7653	0.1829	0.0912
1280.375	8.7710	0.1813	0.0904
1280.875	8.7766	0.1796	0.0895
1281.375	8.7821	0.1795	0.0894
1281.875	8.7875	0.1818	0.0905
1282.375	8.7928	0.1840	0.0916
1282.875	8.7982	0.1862	0.0926
1283.375	8.8033	0.1898	0.0944
1283.875	8.8082	0.1941	0.0965
1284.375	8.8132	0.1984	0.0986
1284.875	8.8181	0.2027	0.1007
1285.375	8.8236	0.1983	0.0984
1285.875	8.8295	0.1882	0.0934
1286.375	8.8354	0.1781	0.0884
1286.875	8.8412	0.1718	0.0852
1287.375	8.8464	0.1779	0.0882
1287.875	8.8516	0.1840	0.0912
1288.375	8.8568	0.1901	0.0942
1288.875	8.8622	0.1921	0.0951
1289.375	8.8679	0.1876	0.0928
1289.875	8.8736	0.1831	0.0906
1290.375	8.8793	0.1786	0.0883
1290.875	8.8850	0.1773	0.0876
1291.375	8.8908	0.1765	0.0872
1291.875	8.8966	0.1757	0.0868
1292.375	8.9022	0.1768	0.0873
1292.875	8.9075	0.1806	0.0891
1293.375	8.9129	0.1845	0.0910
1293.875	8.9182	0.1884	0.0929
1294.375	8.9237	0.1886	0.0929
1294.875	8.9292	0.1870	0.0921
1295.375	8.9348	0.1854	0.0913
1295.875	8.9403	0.1836	0.0904
1296.375	8.9462	0.1801	0.0886
1296.875	8.9521	0.1766	0.0869
1297.375	8.9580	0.1730	0.0851
1297.875	8.9630	0.1798	0.0884
1298.375	8.9676	0.1917	0.0942
1298.875	8.9721	0.2036	0.1000
1299.375	8.9767	0.2155	0.1058
1299.875	8.9815	0.2211	0.1085
1300.375	8.9871	0.2099	0.1029
1300.875	8.9926	0.1986	0.0974
1301.375	8.9982	0.1874	0.0918
1301.875	9.0036	0.1848	0.0905
1302.375	9.0090	0.1865	0.0913
1302.875	9.0144	0.1883	0.0922
1303.375	9.0197	0.1900	0.0930
1303.875	9.0257	0.1849	0.0905
1304.375	9.0316	0.1795	0.0878
1304.875	9.0376	0.1741	0.0851
1305.375	9.0434	0.1730	0.0845
1305.875	9.0491	0.1748	0.0854
1306.375	9.0549	0.1767	0.0862
1306.875	9.0607	0.1780	0.0868
1307.375	9.0668	0.1749	0.0853
1307.875	9.0729	0.1719	0.0838
1308.375	9.0790	0.1688	0.0823
1308.875	9.0847	0.1715	0.0835
1309.375	9.0903	0.1753	0.0854
1309.875	9.0960	0.1792	0.0872
1310.375	9.1015	0.1829	0.0890
1310.875	9.1068	0.1862	0.0905
1311.375	9.1121	0.1895	0.0921
1311.875	9.1174	0.1929	0.0937
1312.375	9.1228	0.1934	0.0939
1312.875	9.1283	0.1912	0.0928
1313.375	9.1339	0.1890	0.0917
1313.875	9.1394	0.1868	0.0906
1314.375	9.1453	0.1834	0.0889
1314.875	9.1512	0.1798	0.0871
1315.375	9.1571	0.1762	0.0854
1315.875	9.1626	0.1777	0.0861
1316.375	9.1678	0.1842	0.0892
1316.875	9.1730	0.1907	0.0923
1317.375	9.1782	0.1972	0.0954
1317.875	9.1838	0.1948	0.0942
1318.375	9.1898	0.1875	0.0906
1318.875	9.1957	0.1803	0.0871
1319.375	9.2015	0.1756	0.0848
1319.875	9.2072	0.1780	0.0859
1320.375	9.2128	0.1804	0.0871
1320.875	9.2185	0.1829	0.0882
1321.375	9.2239	0.1856	0.0895
1321.875	9.2293	0.1884	0.0908
1322.375	9.2346	0.1913	0.0921
1322.875	9.2399	0.1941	0.0935
1323.375	9.2465	0.1824	0.0878
1323.875	9.2531	0.1705	0.0820
1324.375	9.2597	0.1586	0.0763
1324.875	9.2656	0.1636	0.0786
1325.375	9.2714	0.1694	0.0814
1325.875	9.2773	0.1753	0.0842
